期权代码,交易日期,期权收盘价,期权交易量,期权交易额,期权名称,看涨看跌类型,执行价格,到期日,上市日期,退市日期,上证50ETF价格,上证50ETF日度收益率,无风险收益率（shibor),剩余到期时间（年）
10007766.SH,20240927,0.153,26008.0,3101.2668,华夏上证科创板50ETF期权2410认购0.65,C,0.65,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007765.SH,20240927,0.1965,2314.0,382.864,华夏上证科创板50ETF期权2410认购0.60,C,0.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007764.SH,20240927,0.244,120.0,27.7034,华夏上证科创板50ETF期权2410认购0.55,C,0.55,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007763.SH,20240927,0.2941,1040.0,255.6942,华夏上证科创板50ETF期权2410认购0.50,C,0.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007762.SH,20240927,0.0298,203361.0,13488.5872,南方中证500ETF期权2410认沽5.00,P,5.0,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007761.SH,20240927,0.0141,154696.0,6655.4417,南方中证500ETF期权2410认沽4.90,P,4.9,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007760.SH,20240927,0.0081,141333.0,3807.8529,南方中证500ETF期权2410认沽4.80,P,4.8,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007759.SH,20240927,0.005,122167.0,1907.2822,南方中证500ETF期权2410认沽4.70,P,4.7,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007758.SH,20240927,0.0042,75521.0,658.8511,南方中证500ETF期权2410认沽4.60,P,4.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007757.SH,20240927,0.0026,48057.0,265.5738,南方中证500ETF期权2410认沽4.50,P,4.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007756.SH,20240927,0.0015,22608.0,68.9375,南方中证500ETF期权2410认沽4.40,P,4.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007755.SH,20240927,0.0013,19686.0,38.8236,南方中证500ETF期权2410认沽4.30,P,4.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007754.SH,20240927,0.0013,16201.0,23.3655,南方中证500ETF期权2410认沽4.20,P,4.2,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007753.SH,20240927,0.546,143309.0,47110.6396,南方中证500ETF期权2410认购5.00,C,5.0,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007752.SH,20240927,0.643,68343.0,26125.8316,南方中证500ETF期权2410认购4.90,C,4.9,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007751.SH,20240927,0.7291,31049.0,15675.8924,南方中证500ETF期权2410认购4.80,C,4.8,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007750.SH,20240927,0.8203,22109.0,13394.8468,南方中证500ETF期权2410认购4.70,C,4.7,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007749.SH,20240927,0.9239,8911.0,6477.1539,南方中证500ETF期权2410认购4.60,C,4.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007748.SH,20240927,1.0411,5354.0,4676.279,南方中证500ETF期权2410认购4.50,C,4.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007747.SH,20240927,1.1419,2742.0,2585.555,南方中证500ETF期权2410认购4.40,C,4.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007746.SH,20240927,1.242,1327.0,1403.1906,南方中证500ETF期权2410认购4.30,C,4.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007745.SH,20240927,1.3231,708.0,854.2434,南方中证500ETF期权2410认购4.20,C,4.2,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007744.SH,20240927,0.0745,74804.0,9759.1104,华泰柏瑞沪深300ETF期权2410认沽3.80,P,3.8,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007743.SH,20240927,0.0365,140543.0,11914.6959,华泰柏瑞沪深300ETF期权2410认沽3.70,P,3.7,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007742.SH,20240927,0.0167,171946.0,7769.7529,华泰柏瑞沪深300ETF期权2410认沽3.60,P,3.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007741.SH,20240927,0.0082,163617.0,3509.2929,华泰柏瑞沪深300ETF期权2410认沽3.50,P,3.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007740.SH,20240927,0.004,103010.0,881.2969,华泰柏瑞沪深300ETF期权2410认沽3.40,P,3.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007739.SH,20240927,0.0026,52812.0,194.7479,华泰柏瑞沪深300ETF期权2410认沽3.30,P,3.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007738.SH,20240927,0.0017,34504.0,67.996,华泰柏瑞沪深300ETF期权2410认沽3.20,P,3.2,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007737.SH,20240927,0.0011,16989.0,22.1342,华泰柏瑞沪深300ETF期权2410认沽3.10,P,3.1,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007736.SH,20240927,0.0011,6667.0,7.0521,华泰柏瑞沪深300ETF期权2410认沽3.00,P,3.0,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007735.SH,20240927,0.1809,271203.0,33510.393,华泰柏瑞沪深300ETF期权2410认购3.80,C,3.8,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007734.SH,20240927,0.2436,204620.0,31648.4152,华泰柏瑞沪深300ETF期权2410认购3.70,C,3.7,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007733.SH,20240927,0.3299,135028.0,28179.5239,华泰柏瑞沪深300ETF期权2410认购3.60,C,3.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007732.SH,20240927,0.405,68975.0,19356.3867,华泰柏瑞沪深300ETF期权2410认购3.50,C,3.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007731.SH,20240927,0.4902,28333.0,10716.5144,华泰柏瑞沪深300ETF期权2410认购3.40,C,3.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007730.SH,20240927,0.6071,16080.0,7882.1589,华泰柏瑞沪深300ETF期权2410认购3.30,C,3.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007729.SH,20240927,0.6956,4995.0,2976.3991,华泰柏瑞沪深300ETF期权2410认购3.20,C,3.2,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007728.SH,20240927,0.8026,2641.0,1792.7246,华泰柏瑞沪深300ETF期权2410认购3.10,C,3.1,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007727.SH,20240927,0.8915,861.0,687.7093,华泰柏瑞沪深300ETF期权2410认购3.00,C,3.0,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007726.SH,20240927,0.0402,145501.0,10834.6303,华夏上证50ETF期权2410认沽2.65,P,2.65,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007725.SH,20240927,0.0219,151772.0,7687.0446,华夏上证50ETF期权2410认沽2.60,P,2.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007724.SH,20240927,0.0114,164811.0,5284.0052,华夏上证50ETF期权2410认沽2.55,P,2.55,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007723.SH,20240927,0.0077,199696.0,3659.2925,华夏上证50ETF期权2410认沽2.50,P,2.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007722.SH,20240927,0.0043,153980.0,1546.5034,华夏上证50ETF期权2410认沽2.45,P,2.45,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007721.SH,20240927,0.0024,90430.0,447.0663,华夏上证50ETF期权2410认沽2.40,P,2.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007720.SH,20240927,0.0016,49833.0,134.5445,华夏上证50ETF期权2410认沽2.35,P,2.35,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007719.SH,20240927,0.0014,32470.0,58.1083,华夏上证50ETF期权2410认沽2.30,P,2.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007718.SH,20240927,0.0009,19373.0,22.0211,华夏上证50ETF期权2410认沽2.25,P,2.25,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007717.SH,20240927,0.1388,254154.0,25258.2497,华夏上证50ETF期权2410认购2.65,C,2.65,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007716.SH,20240927,0.1732,177168.0,22262.6717,华夏上证50ETF期权2410认购2.60,C,2.6,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007715.SH,20240927,0.21,104840.0,16081.0425,华夏上证50ETF期权2410认购2.55,C,2.55,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007714.SH,20240927,0.2557,67398.0,13167.8876,华夏上证50ETF期权2410认购2.50,C,2.5,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007713.SH,20240927,0.3027,29656.0,6911.0331,华夏上证50ETF期权2410认购2.45,C,2.45,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007712.SH,20240927,0.35,21911.0,6219.7759,华夏上证50ETF期权2410认购2.40,C,2.4,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007711.SH,20240927,0.4055,12023.0,4104.6076,华夏上证50ETF期权2410认购2.35,C,2.35,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007710.SH,20240927,0.4567,6791.0,2684.7389,华夏上证50ETF期权2410认购2.30,C,2.3,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007709.SH,20240927,0.5011,2582.0,1156.9795,华夏上证50ETF期权2410认购2.25,C,2.25,2024-10-23,20240829,20241023,2.724,4.0489,1.923,0.07123287671232877
10007950.SH,20240926,0.194,21.0,4.575,易方达上证科创板50ETF期权2411认沽0.90,P,0.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007949.SH,20240926,0.1464,1.0,0.1464,易方达上证科创板50ETF期权2411认沽0.85,P,0.85,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007948.SH,20240926,0.1004,1.0,0.1004,易方达上证科创板50ETF期权2411认沽0.80,P,0.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007947.SH,20240926,0.0595,400.0,26.0577,易方达上证科创板50ETF期权2411认沽0.75,P,0.75,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007946.SH,20240926,0.0274,3361.0,107.5172,易方达上证科创板50ETF期权2411认沽0.70,P,0.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007945.SH,20240926,0.0095,1493.0,16.799,易方达上证科创板50ETF期权2411认沽0.65,P,0.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007944.SH,20240926,0.0021,1918.0,4.6502,易方达上证科创板50ETF期权2411认沽0.60,P,0.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007943.SH,20240926,0.0003,627.0,0.2354,易方达上证科创板50ETF期权2411认沽0.55,P,0.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007942.SH,20240926,0.0001,493.0,0.078,易方达上证科创板50ETF期权2411认沽0.50,P,0.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007941.SH,20240926,0.0032,1265.0,2.3433,易方达上证科创板50ETF期权2411认购0.90,C,0.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007940.SH,20240926,0.0051,1757.0,3.9113,易方达上证科创板50ETF期权2411认购0.85,C,0.85,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007939.SH,20240926,0.0097,724.0,3.7447,易方达上证科创板50ETF期权2411认购0.80,C,0.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007938.SH,20240926,0.0197,2737.0,30.4977,易方达上证科创板50ETF期权2411认购0.75,C,0.75,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007937.SH,20240926,0.0389,6059.0,152.1629,易方达上证科创板50ETF期权2411认购0.70,C,0.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007936.SH,20240926,0.07,2543.0,118.7291,易方达上证科创板50ETF期权2411认购0.65,C,0.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007935.SH,20240926,0.1118,93.0,8.7508,易方达上证科创板50ETF期权2411认购0.60,C,0.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007934.SH,20240926,0.1594,4.0,0.604,易方达上证科创板50ETF期权2411认购0.55,C,0.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007933.SH,20240926,0.1774,1.0,0.1774,易方达上证科创板50ETF期权2411认购0.50,C,0.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007932.SH,20240926,0.1767,24.0,4.9248,华夏上证科创板50ETF期权2411认沽0.90,P,0.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007931.SH,20240926,0.1302,29.0,4.4417,华夏上证科创板50ETF期权2411认沽0.85,P,0.85,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007930.SH,20240926,0.0864,942.0,100.6853,华夏上证科创板50ETF期权2411认沽0.80,P,0.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007929.SH,20240926,0.0484,2171.0,122.2939,华夏上证科创板50ETF期权2411认沽0.75,P,0.75,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007928.SH,20240926,0.0218,4717.0,121.6599,华夏上证科创板50ETF期权2411认沽0.70,P,0.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007927.SH,20240926,0.0063,2679.0,21.9486,华夏上证科创板50ETF期权2411认沽0.65,P,0.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007926.SH,20240926,0.0013,2631.0,4.1543,华夏上证科创板50ETF期权2411认沽0.60,P,0.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007925.SH,20240926,0.0002,888.0,0.39,华夏上证科创板50ETF期权2411认沽0.55,P,0.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007924.SH,20240926,0.0001,528.0,0.0634,华夏上证科创板50ETF期权2411认沽0.50,P,0.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007923.SH,20240926,0.0042,1770.0,3.5617,华夏上证科创板50ETF期权2411认购0.90,C,0.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007922.SH,20240926,0.008,2843.0,11.398,华夏上证科创板50ETF期权2411认购0.85,C,0.85,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007921.SH,20240926,0.0142,3814.0,28.8845,华夏上证科创板50ETF期权2411认购0.80,C,0.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007920.SH,20240926,0.0268,8225.0,125.6344,华夏上证科创板50ETF期权2411认购0.75,C,0.75,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007919.SH,20240926,0.0478,7131.0,228.2075,华夏上证科创板50ETF期权2411认购0.70,C,0.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007918.SH,20240926,0.0843,5351.0,309.1494,华夏上证科创板50ETF期权2411认购0.65,C,0.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007917.SH,20240926,0.1239,381.0,37.3304,华夏上证科创板50ETF期权2411认购0.60,C,0.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007916.SH,20240926,0.1672,59.0,9.1068,华夏上证科创板50ETF期权2411认购0.55,C,0.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007915.SH,20240926,0.195,31.0,5.9784,华夏上证科创板50ETF期权2411认购0.50,C,0.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007914.SH,20240926,0.5087,362.0,195.9106,南方中证500ETF期权2411认沽5.50,P,5.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007913.SH,20240926,0.3114,690.0,249.1203,南方中证500ETF期权2411认沽5.25,P,5.25,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007912.SH,20240926,0.1642,3838.0,799.4473,南方中证500ETF期权2411认沽5.00,P,5.0,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007911.SH,20240926,0.1177,5195.0,853.1748,南方中证500ETF期权2411认沽4.90,P,4.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007910.SH,20240926,0.0808,7428.0,871.5781,南方中证500ETF期权2411认沽4.80,P,4.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007909.SH,20240926,0.0545,8439.0,662.0475,南方中证500ETF期权2411认沽4.70,P,4.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007908.SH,20240926,0.0356,9712.0,529.2187,南方中证500ETF期权2411认沽4.60,P,4.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007907.SH,20240926,0.0222,4806.0,171.2887,南方中证500ETF期权2411认沽4.50,P,4.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007906.SH,20240926,0.0145,5082.0,127.1157,南方中证500ETF期权2411认沽4.40,P,4.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007905.SH,20240926,0.066,15238.0,508.6979,南方中证500ETF期权2411认购5.50,C,5.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007904.SH,20240926,0.1227,16152.0,1172.6796,南方中证500ETF期权2411认购5.25,C,5.25,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007903.SH,20240926,0.2266,16949.0,2428.7896,南方中证500ETF期权2411认购5.00,C,5.0,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007902.SH,20240926,0.2684,9993.0,1731.0813,南方中证500ETF期权2411认购4.90,C,4.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007901.SH,20240926,0.3429,6242.0,1336.6234,南方中证500ETF期权2411认购4.80,C,4.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007900.SH,20240926,0.4178,2157.0,608.1906,南方中证500ETF期权2411认购4.70,C,4.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007899.SH,20240926,0.4962,447.0,166.3887,南方中证500ETF期权2411认购4.60,C,4.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007898.SH,20240926,0.5574,137.0,64.239,南方中证500ETF期权2411认购4.50,C,4.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007897.SH,20240926,0.6478,61.0,31.6228,南方中证500ETF期权2411认购4.40,C,4.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007896.SH,20240926,0.3036,163.0,58.4216,华泰柏瑞沪深300ETF期权2411认沽3.90,P,3.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007895.SH,20240926,0.2239,728.0,203.7799,华泰柏瑞沪深300ETF期权2411认沽3.80,P,3.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007894.SH,20240926,0.1557,2358.0,443.6062,华泰柏瑞沪深300ETF期权2411认沽3.70,P,3.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007893.SH,20240926,0.0999,6165.0,781.9903,华泰柏瑞沪深300ETF期权2411认沽3.60,P,3.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007892.SH,20240926,0.0618,12790.0,1051.5439,华泰柏瑞沪深300ETF期权2411认沽3.50,P,3.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007891.SH,20240926,0.0346,18545.0,830.8222,华泰柏瑞沪深300ETF期权2411认沽3.40,P,3.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007890.SH,20240926,0.0189,14588.0,332.083,华泰柏瑞沪深300ETF期权2411认沽3.30,P,3.3,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007889.SH,20240926,0.0089,6828.0,74.2594,华泰柏瑞沪深300ETF期权2411认沽3.20,P,3.2,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007888.SH,20240926,0.0039,3372.0,16.2458,华泰柏瑞沪深300ETF期权2411认沽3.10,P,3.1,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007887.SH,20240926,0.053,14401.0,386.7708,华泰柏瑞沪深300ETF期权2411认购3.90,C,3.9,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007886.SH,20240926,0.0791,13942.0,579.503,华泰柏瑞沪深300ETF期权2411认购3.80,C,3.8,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007885.SH,20240926,0.11,19702.0,1206.083,华泰柏瑞沪深300ETF期权2411认购3.70,C,3.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007884.SH,20240926,0.1611,21478.0,2096.8215,华泰柏瑞沪深300ETF期权2411认购3.60,C,3.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007883.SH,20240926,0.2215,14884.0,1864.7708,华泰柏瑞沪深300ETF期权2411认购3.50,C,3.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007882.SH,20240926,0.287,3680.0,689.871,华泰柏瑞沪深300ETF期权2411认购3.40,C,3.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007881.SH,20240926,0.3695,588.0,149.2648,华泰柏瑞沪深300ETF期权2411认购3.30,C,3.3,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007880.SH,20240926,0.4061,113.0,37.8602,华泰柏瑞沪深300ETF期权2411认购3.20,C,3.2,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007879.SH,20240926,0.53,52.0,25.237,华泰柏瑞沪深300ETF期权2411认购3.10,C,3.1,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007878.SH,20240926,0.1395,557.0,92.9142,华夏上证50ETF期权2411认沽2.70,P,2.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007877.SH,20240926,0.1095,1155.0,149.8495,华夏上证50ETF期权2411认沽2.65,P,2.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007876.SH,20240926,0.084,4628.0,463.6247,华夏上证50ETF期权2411认沽2.60,P,2.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007875.SH,20240926,0.0608,13826.0,1057.2104,华夏上证50ETF期权2411认沽2.55,P,2.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007874.SH,20240926,0.0406,12214.0,694.0843,华夏上证50ETF期权2411认沽2.50,P,2.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007873.SH,20240926,0.028,10295.0,374.9583,华夏上证50ETF期权2411认沽2.45,P,2.45,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007872.SH,20240926,0.0179,11339.0,258.1055,华夏上证50ETF期权2411认沽2.40,P,2.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007871.SH,20240926,0.0106,8748.0,128.3206,华夏上证50ETF期权2411认沽2.35,P,2.35,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007870.SH,20240926,0.0062,5147.0,40.8889,华夏上证50ETF期权2411认沽2.30,P,2.3,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007869.SH,20240926,0.0673,18164.0,634.5789,华夏上证50ETF期权2411认购2.70,C,2.7,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007868.SH,20240926,0.0854,12090.0,569.0622,华夏上证50ETF期权2411认购2.65,C,2.65,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007867.SH,20240926,0.1079,16619.0,1094.4992,华夏上证50ETF期权2411认购2.60,C,2.6,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007866.SH,20240926,0.1347,20048.0,1547.2586,华夏上证50ETF期权2411认购2.55,C,2.55,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007865.SH,20240926,0.17,14401.0,1421.263,华夏上证50ETF期权2411认购2.50,C,2.5,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007864.SH,20240926,0.2005,4744.0,608.2328,华夏上证50ETF期权2411认购2.45,C,2.45,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007863.SH,20240926,0.2426,1497.0,222.4455,华夏上证50ETF期权2411认购2.40,C,2.4,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007862.SH,20240926,0.2861,248.0,52.1327,华夏上证50ETF期权2411认购2.35,C,2.35,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007861.SH,20240926,0.3158,726.0,187.6143,华夏上证50ETF期权2411认购2.30,C,2.3,2024-11-27,20240926,20241127,2.618,5.5645,1.926,0.16986301369863013
10007858.SH,20240926,0.175,520.0,103.352,华夏上证50ETF期权2503认沽2.70,P,2.7,2025-03-26,20240926,20250326,2.618,5.5645,1.926,0.4958904109589041
10007857.SH,20240926,0.118,12359.0,898.4245,华夏上证50ETF期权2503认购2.70,C,2.7,2025-03-26,20240926,20250326,2.618,5.5645,1.926,0.4958904109589041
10007852.SH,20240926,0.0005,590.0,0.2292,华夏上证科创板50ETF期权2503认沽0.45,P,0.45,2025-03-26,20240924,20250326,2.618,5.5645,1.926,0.4958904109589041
10007851.SH,20240926,0.2613,21.0,5.1138,华夏上证科创板50ETF期权2503认购0.45,C,0.45,2025-03-26,20240924,20250326,2.618,5.5645,1.926,0.4958904109589041
10007850.SH,20240926,0.0004,473.0,0.0566,华夏上证科创板50ETF期权2412认沽0.45,P,0.45,2024-12-25,20240924,20241225,2.618,5.5645,1.926,0.2465753424657534
